id,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,revol_bal,revol_util,total_acc,total_pymnt,total_pymnt_inv,total_rec_prncp,last_pymnt_d,last_pymnt_amnt,last_credit_pull_d
626835,0,01-12-1998,3,57,null,7,6211,68.30%,39,5086,5086,5000,01-02-2011,3087,01-02-2011
626851,0,01-06-1994,1,null,null,6,18015,65.70%,7,4529,4053,3927.69,01-06-2013,463,01-11-2013
626852,0,01-04-2006,1,null,null,6,5019,78.40%,6,3032,3032,2500,01-12-2013,90,01-01-2016
626882,0,01-11-1995,2,43,null,19,42024,13.40%,62,11794,11794,9600,01-01-2013,6576,01-02-2014
626883,0,01-12-1997,0,53,null,13,18505,63.90%,28,11685,11581,8400,01-12-2015,195,01-04-2016
626895,0,01-08-1999,1,null,null,5,11732,5.20%,17,13087,12511,12500,01-09-2012,978,01-05-2016
626903,1,01-09-2005,3,22,null,12,658,3.50%,23,16668,16668,15000,01-07-2012,10692,01-07-2012
626909,0,01-01-1997,0,45,null,12,7479,33.40%,18,9157,9157,8300,01-03-2012,5419,01-05-2014
626915,0,01-07-1996,1,null,null,5,3904,42.40%,5,1456,1456,909.42,01-06-2014,33,01-11-2014
626917,0,01-12-1989,0,null,null,13,70049,53.20%,29,9741,9741,8900,01-11-2012,3711,01-12-2012
626936,0,01-11-2002,1,null,null,7,42,0.50%,28,8631,8631,8000,01-11-2012,3313,01-01-2016
626937,0,01-04-2005,3,null,null,6,6217,87.60%,7,2762,2762,2400,01-06-2013,273,01-05-2016
626949,0,01-03-1993,1,null,null,13,8500,10.10%,27,6516,6516,6000,01-12-2013,196,01-12-2013
626978,0,01-03-2001,1,null,null,8,3584,16.60%,12,13861,13797,10875,01-12-2015,231,01-01-2016
626986,0,01-12-2001,0,null,null,14,6612,45.30%,20,6106,6051,5500,01-12-2013,176,01-12-2013
626989,1,01-04-2002,3,17,null,7,3641,79.20%,19,515,503,175.39,01-09-2011,66,01-01-2012
627011,0,01-09-1995,0,76,null,8,23367,79.30%,23,11553,10889,10000,01-12-2013,338,01-12-2013
627014,0,01-10-2001,0,null,null,7,8843,27.80%,10,8891,8839,8525,01-03-2012,29,01-08-2015
627028,0,01-01-1992,0,null,null,8,4056,11.80%,30,10425,10425,9600,01-12-2013,315,01-12-2013
627063,0,01-07-2007,0,null,null,3,1679,98.80%,7,825,825,418.31,01-06-2011,117,01-11-2011
627169,0,01-12-1983,0,45,null,13,37878,73.80%,45,3448,3448,3000,01-12-2013,106,01-12-2013
627199,0,01-12-1995,1,31,null,8,11384,42.80%,17,16568,16541,15000,01-08-2012,32,01-04-2016
627206,0,01-07-2007,2,null,null,7,3602,53.80%,8,5782,5782,4000,01-12-2015,96,01-03-2016
627208,0,01-12-1992,2,82,null,14,17458,77.90%,38,7133,7133,3883.04,01-10-2014,320,01-11-2014
627209,0,01-02-1984,0,null,null,6,3931,10.60%,17,8687,8687,8000,01-12-2013,252,01-10-2014
627210,1,01-12-1998,1,23,null,16,12618,22.60%,41,15319,15284,11200,01-04-2015,2242,01-05-2016
627214,0,01-02-2005,0,null,null,10,2895,55.50%,16,3295,3295,3000,01-12-2013,100,01-04-2014
627230,0,01-01-1997,2,null,null,6,19903,27.80%,17,16377,15763,15000,01-01-2014,493,01-03-2016
627236,0,01-09-1998,0,null,null,13,13037,36.70%,34,8264,8237,7525,01-04-2013,2049,01-08-2015
627263,0,01-05-1995,1,null,null,4,658,2.20%,45,7075,7075,6000,01-02-2013,3893,01-11-2015
627274,0,01-06-1999,0,null,null,7,12968,85.90%,23,4037,4037,2603.13,01-09-2012,26,01-04-2016
627278,0,01-07-2002,0,24,null,6,3900,50.60%,10,4398,4398,4000,01-04-2012,2606,01-05-2016
627320,0,01-05-1997,3,null,null,20,41954,46.20%,38,4501,4489,3842.08,01-03-2012,301,01-05-2016
627325,0,01-06-1993,0,33,null,9,13177,51.70%,33,6928,6928,6000,01-06-2012,3498,01-11-2014
627332,0,01-03-1986,0,null,null,7,20868,74.80%,22,22796,22796,16600,01-07-2015,2269,01-05-2016
627397,0,01-02-2004,1,null,null,7,3281,42.10%,12,5073,5073,4725,01-05-2012,2765,01-12-2015
627441,0,01-12-1997,0,null,null,5,3,0%,12,5519,4970,5025,01-12-2013,168,01-01-2014
627446,0,01-07-2005,0,null,null,3,3534,98.20%,5,8951,8951,6000,01-10-2014,2086,01-03-2015
627462,0,01-06-2003,0,null,null,4,3794,80.20%,12,15656,14565,13625,01-12-2013,491,01-01-2014
627479,0,01-05-1997,0,null,null,3,4676,21.50%,17,5264,5264,5000,01-03-2012,1069,01-05-2016
627485,0,01-10-2005,0,null,null,5,3109,74%,8,2796,2796,2400,01-08-2013,386,01-05-2016
627486,0,01-09-1989,1,null,null,5,30722,73.90%,22,4337,4337,4000,01-02-2013,1323,01-10-2014
627494,0,01-04-1987,0,46,null,8,9965,75.50%,19,4115,4115,4000,01-04-2011,3736,01-07-2015
627501,0,01-11-2002,0,null,null,3,5635,28.20%,3,7676,7676,7000,01-01-2013,2648,01-01-2016
627532,0,01-08-2001,1,null,null,13,8626,60.70%,20,4737,4737,4000,01-01-2013,1529,01-05-2015
627543,0,01-03-2007,1,null,null,7,1446,33.60%,8,2639,2639,1926.54,01-09-2012,122,01-02-2013
627575,0,01-11-1988,1,52,null,18,8440,18.60%,35,6715,6242,6150,01-12-2013,204,01-05-2016
627582,0,01-03-1988,0,null,null,18,67685,30.70%,42,12048,12048,10750,01-09-2012,5214,01-10-2012
627583,0,01-10-1994,0,null,null,14,54337,80.10%,42,29114,28852,25000,01-08-2012,5124,01-08-2012
627586,0,01-03-1987,0,null,null,7,84067,37%,21,15700,15656,12739.5,01-04-2013,36,01-08-2013
627594,0,01-12-2002,0,null,null,9,27843,65.80%,13,28426,28308,24000,01-02-2012,20674,01-04-2016
627603,0,01-01-1999,0,null,null,10,2149,12.80%,15,4932,4907,4800,01-05-2011,4342,01-01-2016
627633,0,01-10-1987,0,null,null,9,7907,78.30%,23,21650,21650,14500,01-12-2015,360,01-03-2016
627653,0,01-01-1999,0,null,null,15,0,0%,25,6726,6177,6125,01-12-2013,197,01-12-2013
627664,0,01-11-1995,0,null,null,5,56,0.20%,18,15529,14727,15000,01-07-2011,12779,01-08-2011
627671,1,01-10-2004,1,10,null,5,2814,78.20%,11,3612,3612,3100,01-08-2012,1628,01-08-2012
627707,0,01-08-1985,2,null,null,9,45637,79.90%,28,13508,13481,12800,01-11-2011,9562,01-05-2012
627744,0,01-06-2002,0,35,null,11,1457,28.60%,31,4786,4786,2722.59,01-03-2014,119,01-07-2014
627766,0,01-03-1995,0,null,null,7,6677,17.50%,28,21546,20207,20000,01-09-2012,24,01-09-2012
627803,0,01-01-1992,1,null,null,8,35373,61.10%,30,13661,12754,12425,01-05-2013,3009,01-05-2016
627810,0,01-09-2002,2,null,null,13,8865,25.80%,27,16451,15848,15000,01-01-2013,5816,01-05-2016
627833,0,01-08-2003,1,null,null,12,10519,45.50%,20,3834,3834,3000,01-10-2013,1604,01-05-2016
627848,0,01-01-1994,0,null,null,9,59671,74.50%,24,8833,8805,8000,01-12-2013,264,01-05-2016
627853,0,01-06-1987,1,71,null,13,14936,61%,24,25934,25826,24000,01-07-2011,418,01-07-2014
627854,0,01-12-2004,2,36,null,9,780,26%,17,5606,5606,4800,01-12-2013,160,01-05-2016
627881,0,01-01-1999,0,null,null,11,29145,64.20%,36,4945,4920,4800,01-03-2011,4732,01-04-2016
627915,0,01-10-2000,0,null,null,14,6611,31.60%,23,4417,3837,4000,01-12-2013,144,01-12-2013
627934,0,01-04-1996,0,32,112,3,2218,47.20%,11,1845,1845,1600,01-11-2013,7,01-08-2014
627937,1,01-11-2001,1,19,null,7,2971,40.70%,15,14693,14657,10000,01-01-2016,245,01-12-2015
627952,2,01-10-1998,0,6,null,8,12010,90.30%,21,11704,11704,10000,01-05-2012,6182,01-05-2016
627962,1,01-03-1998,0,21,null,11,9099,35.30%,30,21498,20303,18000,01-05-2013,10797,01-04-2015
628009,1,01-11-1996,0,16,null,10,28342,80.70%,22,31290,31259,25000,01-12-2013,953,01-12-2013
628026,0,01-05-1999,1,null,null,5,23016,84.30%,13,26696,26099,19000,01-10-2014,4243,01-11-2014
628068,0,01-09-2000,0,79,null,6,13583,97.70%,16,8914,8883,1053.91,01-01-2012,186,01-05-2012
628074,0,01-12-1976,0,80,null,17,27407,74.70%,38,9709,9709,8000,01-07-2013,1600,01-05-2016
628087,0,01-11-1982,2,52,null,4,500,33.30%,8,5642,5607,4000,01-12-2015,94,01-12-2015
628156,0,01-08-2000,1,null,null,8,17403,73.40%,13,13940,13359,12000,01-12-2013,437,01-12-2013
628163,0,01-02-2002,2,29,null,5,4410,83.20%,9,6161,6161,5000,01-12-2013,188,01-12-2013
628170,0,01-04-2001,3,null,null,4,5628,77.10%,10,5746,5171,5000,01-12-2013,180,01-04-2016
628186,0,01-01-1988,0,65,null,15,13584,80.90%,33,10536,10510,6263.61,01-09-2011,226,01-05-2016
628210,0,01-11-2005,1,null,null,5,8019,93.20%,5,8627,8627,7000,01-07-2013,1404,01-05-2016
628220,0,01-09-1999,2,null,null,6,3068,6.40%,25,11104,10567,10325,01-01-2013,3961,01-02-2013
628250,1,01-07-2000,1,18,null,4,0,0%,22,12419,12419,10000,01-12-2012,4276,01-12-2012
628287,0,01-11-2002,0,35,null,4,1031,46.90%,8,8096,8096,7200,01-11-2012,1153,01-11-2012
628299,0,01-06-1990,2,null,null,6,31061,68.70%,25,22426,22044,17675,01-10-2013,9426,01-11-2013
628315,0,01-07-1989,1,34,null,11,52,0.40%,20,5412,5412,5000,01-11-2011,4366,01-05-2016
628341,0,01-02-1995,0,44,null,11,16407,46.70%,19,26458,25737,15768.34,01-05-2015,489,01-12-2015
628342,0,01-07-2004,1,null,null,6,2686,24.10%,8,5247,5247,5000,01-11-2011,3726,01-05-2016
628348,0,01-01-1996,1,44,95,7,55212,46.40%,18,6401,6401,4500,01-01-2016,1,01-01-2016
628350,0,01-10-1994,0,null,null,9,48539,91.40%,20,6129,6129,3362.87,01-02-2013,222,01-07-2013
628354,0,01-06-2003,0,null,null,8,782,3%,9,16832,16233,15450,01-05-2013,2059,01-09-2013
628369,0,01-07-1992,0,null,null,10,6716,58.40%,21,1977,1428,1800,01-12-2013,59,01-12-2013
628376,1,01-03-1994,0,19,null,2,2967,74.20%,16,11468,11390,11000,01-05-2011,10722,01-04-2011
628381,0,01-01-1974,0,null,116,7,8011,80.10%,8,8572,8521,8500,01-01-2011,8573,01-01-2011
628401,0,01-11-1999,0,null,null,6,22310,84.80%,17,5551,5551,5000,01-12-2013,160,01-01-2015
628404,0,01-11-2000,0,null,null,10,3615,12.90%,23,5671,5671,4936.27,01-05-2012,334,01-05-2016
628434,0,01-06-2002,0,null,null,3,4364,65.10%,7,5918,5918,4000,01-09-2015,397,01-09-2015
628452,0,01-09-1996,0,null,null,9,11219,57.50%,12,22111,22082,19000,01-06-2012,11127,01-07-2012
628463,0,01-07-2000,0,null,null,5,5263,83.50%,6,8379,8379,6000,01-02-2015,1485,01-09-2015
628472,0,01-05-1990,0,null,null,9,37462,62.90%,20,17143,16372,15000,01-12-2013,514,01-08-2014
628500,0,01-12-1999,2,null,null,10,15767,63.30%,23,14068,13501,12400,01-11-2012,5689,01-11-2015
628527,0,01-11-2002,0,64,null,3,1763,70.50%,9,3600,3000,3000,01-12-2013,108,01-12-2013
628540,0,01-09-1978,0,null,null,13,56149,86.50%,44,35547,35334,25000,01-11-2015,1181,01-05-2016
628545,0,01-11-1994,1,null,null,8,8481,36.40%,18,8656,8419,7975,01-03-2013,2406,01-03-2016
628547,1,01-12-1993,1,21,null,21,13937,47.70%,44,22236,21138,20000,01-03-2012,10131,01-04-2012
628550,0,01-07-2002,3,null,null,3,2426,23.10%,5,8713,8713,7500,01-12-2013,275,01-11-2015
628563,0,01-11-2004,1,null,null,5,2464,24.20%,9,8281,8253,7500,01-12-2013,260,01-12-2013
628571,0,01-09-1998,0,65,null,8,16398,82.80%,27,3658,3658,3000,01-12-2013,110,01-12-2013
628598,0,01-11-1999,0,68,null,13,6683,36.50%,19,7039,6340,6375,01-12-2013,209,01-05-2016
628602,0,01-06-1995,0,null,null,14,72016,82.30%,30,8115,7379,7350,01-12-2013,244,01-05-2016
628620,0,01-03-1994,1,null,null,12,39737,56.90%,23,12119,11492,10625,01-08-2013,1685,01-05-2016
628630,0,01-05-1997,0,null,null,6,15863,72.10%,7,8604,8535,7750,01-12-2013,246,01-03-2016
628636,0,01-10-2001,1,null,null,6,4712,31.20%,15,2209,1657,2000,01-12-2013,68,01-12-2013
628638,1,01-09-2000,0,20,null,7,11708,95.20%,11,14941,14941,12000,01-12-2013,452,01-12-2013
628653,0,01-02-2001,2,42,null,10,3056,24.30%,16,7999,7968,6400,01-03-2013,4191,01-03-2013
628655,0,01-07-1996,0,null,null,6,32649,85.20%,18,30040,29226,24000,01-12-2013,950,01-12-2013
628665,0,01-06-1997,3,29,null,10,1200,15.40%,33,7260,7260,6250,01-12-2013,220,01-04-2016
628690,0,01-03-1998,1,37,null,12,3133,16.30%,26,4450,4450,2474.3,01-08-2013,127,01-01-2014
628692,0,01-04-1991,0,null,null,10,24963,87.10%,26,12245,11675,10749.99,01-01-2013,3982,01-02-2013
628699,0,01-09-1976,0,null,null,21,14029,22.20%,46,25279,25153,20000,01-02-2015,4895,01-02-2015
628709,0,01-05-2004,0,null,null,11,8884,66.80%,17,1715,1686,1500,01-12-2013,53,01-08-2014
628731,0,01-10-1999,0,null,null,8,23260,86.80%,23,13721,13149,12000,01-12-2012,5165,01-05-2016
628749,1,01-07-2000,1,10,null,18,90911,69.60%,37,10473,10443,8500,01-12-2013,312,01-05-2016
628751,0,01-12-2000,0,null,null,4,17325,81.30%,15,12734,12204,12000,01-11-2011,27,01-08-2011
628787,0,01-10-2001,0,35,null,6,8304,71.40%,20,9096,8902,8200,01-09-2013,1014,01-05-2016
628801,0,01-12-1995,3,26,117,9,4142,31.60%,25,3504,3475,3000,01-12-2013,101,01-12-2015
628808,0,01-01-1992,1,56,null,13,42026,69.90%,27,11212,11206,10000,01-02-2013,346,01-05-2016
628812,0,01-02-1996,2,null,null,8,44121,90.60%,48,178,178,82.02,01-02-2011,179,01-05-2016
628821,1,01-08-2004,0,3,null,14,2185,37%,23,5852,5852,4800,01-12-2013,171,01-12-2013
628849,0,01-08-1991,0,null,null,7,5626,7%,12,12514,11831,11700,01-08-2012,4073,01-09-2012
628865,0,01-01-1997,1,null,null,7,5538,26.90%,23,6360,6349,6000,01-02-2012,3985,01-04-2016
628921,0,01-07-1998,0,null,null,8,11644,69.60%,29,8255,8117,7550,01-01-2013,2710,01-02-2013
628923,1,01-06-1994,1,16,null,14,9984,65.70%,43,20014,19566,14000,01-03-2014,6694,01-02-2015
628927,1,01-10-2000,0,17,null,8,6656,54.10%,15,5777,5777,5325,01-04-2013,298,01-05-2015
628955,0,01-05-1999,0,null,null,11,2824,80.70%,47,3837,3837,3600,01-09-2011,3237,01-08-2011
628995,0,01-08-2003,0,null,null,9,8422,71.40%,15,9455,8864,8000,01-02-2013,2799,01-02-2013
629006,0,01-08-1988,5,null,null,3,14248,75.40%,19,11007,10805,6737.37,01-09-2013,43,01-05-2016
629008,0,01-09-2000,0,null,null,7,17979,84.80%,17,1658,1658,1500,01-06-2012,48,01-01-2016
629011,0,01-06-1994,0,null,null,4,11160,44.60%,10,21584,21018,20000,01-05-2012,3458,01-06-2012
629032,0,01-03-1985,4,null,null,8,286,0.40%,30,21775,12749,20000,01-11-2011,17497,01-05-2016
629039,0,01-03-1992,1,null,97,5,1808,50.20%,16,5746,5746,5000,01-01-2014,189,01-05-2016
629047,0,01-02-1977,1,35,null,6,3615,60.20%,21,3529,3504,3500,01-01-2011,3529,01-01-2011
629059,0,01-08-2004,1,null,null,8,18285,84.30%,27,642,642,448.91,01-12-2011,49,01-05-2012
629071,0,01-12-2001,0,null,null,9,7486,53.50%,22,5043,5043,2678.31,01-04-2012,198,01-05-2016
629074,0,01-12-1990,1,null,null,14,3904,5.90%,39,4882,4882,4500,01-12-2013,48,01-12-2013
629082,0,01-10-1995,0,null,null,8,35911,52.40%,27,25533,21595,23000,01-12-2013,714,01-12-2013
629085,0,01-10-2003,1,null,null,7,13528,69.70%,30,26219,26084,24250,01-07-2011,20,01-07-2011
629090,0,01-08-1990,2,null,null,10,80596,21.10%,29,21951,21763,19000.01,01-12-2013,640,01-12-2013
629091,0,01-05-2000,4,null,null,7,26088,63%,7,35231,34854,25000,01-09-2015,2364,01-10-2015
629097,0,01-04-1999,0,62,null,6,13691,81.60%,24,14291,13920,9795.46,01-04-2012,861,01-09-2012
629099,0,01-06-2006,3,null,null,5,830,8.50%,8,3331,3324,3000,01-12-2013,96,01-04-2016
629105,1,01-12-1995,0,9,null,11,9222,31.40%,22,6970,6941,6000,01-12-2013,225,01-12-2013
629111,0,01-12-2005,1,null,null,5,3230,97.90%,8,3033,3033,2500,01-12-2013,91,01-04-2015
629128,0,01-06-2007,2,null,null,8,4379,43.40%,8,3270,3270,1257.31,01-10-2011,272,01-03-2012
629141,0,01-03-1990,0,null,null,5,15459,41.80%,21,19873,16993,18000,01-01-2014,564,01-02-2016
629226,0,01-06-1990,2,null,null,15,7318,25.50%,30,16049,16017,12700,01-12-2015,268,01-01-2016
629230,0,01-10-1991,3,24,null,8,8684,55.30%,36,17065,17065,12000,01-12-2015,285,01-12-2015
629231,0,01-05-1997,0,null,null,10,11562,38.30%,20,5358,5331,5000,01-11-2012,970,01-11-2012
629245,0,01-04-2002,0,null,null,6,8067,85.80%,12,13101,13068,11500,01-02-2012,7995,01-09-2013
629268,0,01-10-1988,2,null,null,10,8308,90.30%,35,3367,2806,3000,01-11-2012,1278,01-11-2012
629278,0,01-08-1999,0,null,null,10,16094,36.10%,25,17615,17369,14300,01-08-2014,667,01-04-2015
629288,0,01-10-2000,2,52,null,11,19064,76.60%,21,9201,9172,8000,01-01-2013,2979,01-04-2016
629290,0,01-11-2003,2,43,null,17,7297,34.30%,22,6109,6087,4994.45,01-03-2013,223,01-08-2013
629312,0,01-09-2002,0,34,null,6,668,9.80%,13,6404,6404,5500.01,01-12-2013,104,01-12-2013
629318,0,01-09-2000,4,28,null,15,4893,12.70%,43,17040,17012,15400,01-06-2013,3273,01-01-2016
629329,0,01-05-2003,1,42,null,11,18298,27.70%,22,5868,5868,4800,01-12-2013,178,01-03-2016
629336,0,01-08-1992,0,null,null,10,9880,61.10%,27,8437,8437,7600,01-12-2013,240,01-08-2014
629368,0,01-02-1999,2,null,null,9,617,7.10%,16,4968,4968,4000,01-12-2015,83,01-12-2015
629369,0,01-10-1999,4,null,null,7,15630,61.50%,21,3170,3170,3000,01-02-2012,89,01-05-2012
629373,0,01-11-1997,0,null,null,17,13376,17.80%,48,19874,19787,17000,01-06-2013,432,01-05-2016
629374,0,01-01-2001,1,46,110,4,346,6.80%,22,1142,1142,1000,01-02-2013,342,01-06-2015
629380,0,01-09-1999,0,null,null,21,17162,74.60%,30,7269,7269,6000,01-06-2013,1391,01-05-2016
629409,0,01-08-1980,1,46,null,12,46310,69.80%,36,10406,9891,9425,01-12-2013,309,01-04-2016
629415,1,01-12-1999,2,12,null,5,13680,88%,14,7492,7492,5275,01-10-2013,3025,01-03-2014
629418,0,01-08-2001,1,66,null,6,519,8.20%,13,5460,5460,5000,01-12-2013,182,01-09-2015
629423,0,01-12-1995,3,37,null,11,14877,34.70%,25,10981,10651,10000,01-12-2013,314,01-01-2016
629480,0,01-11-2000,0,null,null,6,5522,46.80%,15,7729,7177,7000,01-12-2013,243,01-12-2013
629481,0,01-03-2003,0,null,null,9,13225,70.80%,13,12522,12522,8146.97,01-06-2014,299,01-05-2016
629484,0,01-11-2005,0,null,null,9,7496,85.20%,13,1376,1376,1000,01-12-2015,23,01-12-2015
629500,0,01-01-2005,1,null,null,11,8444,36.60%,21,8652,8652,7900,01-02-2013,2613,01-05-2016
629509,0,01-08-1985,0,null,null,10,5411,11.50%,28,10425,10343,9600,01-12-2013,312,01-01-2015
629517,0,01-09-2004,0,null,null,6,1323,49%,13,5146,5112,3800,01-06-2015,79,01-06-2015
629530,0,01-11-1995,1,null,null,4,2664,33.30%,12,10706,10675,8400,01-12-2015,178,01-12-2015
629537,1,01-10-2005,1,23,null,8,829,20%,14,5822,5822,4750,01-01-2014,168,01-01-2016
629587,0,01-06-1996,0,null,94,11,11000,36.40%,23,11845,10855,10800,01-12-2012,4189,01-06-2013
629594,0,01-12-1995,3,null,109,4,197,24.60%,7,5746,5717,5000,01-12-2013,189,01-12-2013
629606,0,01-11-1993,3,null,null,11,122791,90.80%,32,3428,3428,3000,01-05-2013,758,01-05-2016
629639,0,01-01-2002,0,null,null,9,12051,50.20%,18,9256,9256,7200,01-12-2015,155,01-01-2016
629652,0,01-09-1994,0,null,null,13,10243,20.70%,45,6549,6549,6000,01-10-2013,575,01-05-2016
629653,0,01-04-1994,3,59,null,8,24921,58.70%,35,24982,24951,20000,01-11-2012,14880,01-11-2012
629654,1,01-09-1981,0,15,null,19,20911,18.50%,43,29623,29241,25000,01-05-2012,20232,01-02-2016
629660,0,01-10-1992,0,27,null,9,15240,29.40%,30,16569,16569,13000,01-01-2016,276,01-12-2015
629667,0,01-08-2004,2,null,null,8,23492,78.20%,15,8292,8144,7000,01-04-2012,5790,01-05-2016
629688,0,01-05-1991,4,null,null,11,23379,54.80%,27,15281,15249,12000,01-08-2015,1268,01-05-2016
629689,1,01-03-1987,0,14,null,11,35013,80.90%,41,12746,12188,6043.32,01-12-2012,498,01-05-2013
629694,0,01-08-1991,3,null,null,7,3703,90.30%,33,37916,37878,24600,01-12-2015,632,01-12-2015
629721,0,01-08-2000,0,null,null,7,6758,40%,11,8130,8130,7500,01-02-2013,2457,01-02-2013
629724,0,01-01-1988,0,29,null,9,10840,52.30%,22,18111,18111,15000,01-09-2012,7648,01-05-2016
629731,0,01-09-2001,0,null,null,8,14846,44.70%,10,13042,11722,12000,01-08-2012,6014,01-08-2012
629754,0,01-01-2002,3,null,null,7,2989,52.40%,8,3840,3840,3000,01-03-2013,2051,01-03-2013
629762,0,01-06-1985,0,null,null,9,15668,32.60%,24,6516,6374,6000,01-01-2014,202,01-01-2014
629807,0,01-04-2005,0,57,null,5,1131,14.70%,9,2773,2773,2400,01-12-2013,84,01-10-2015
629815,0,01-12-1993,1,null,null,13,19136,16.20%,30,17221,15438,16000,01-02-2013,104,01-04-2013
629818,0,01-11-2004,1,null,null,8,18036,38.60%,28,18877,17500,16000,01-09-2012,36,01-05-2016
629833,1,01-11-2002,0,18,null,16,8265,42.80%,32,10931,10931,10000,01-04-2012,1481,01-04-2012
629835,0,01-08-2000,0,44,null,11,10090,54%,38,5827,5827,5000,01-08-2012,2788,01-04-2016
629846,0,01-02-2007,0,null,null,13,3029,22.80%,16,3950,3950,3000,01-08-2013,1750,01-04-2016
629852,1,01-11-1998,1,16,null,2,8716,87.20%,23,12270,12180,10200,01-10-2012,4880,01-10-2012
629885,0,01-03-2002,0,null,null,15,5196,9%,24,13102,13075,12000,01-12-2013,394,01-12-2013
629887,0,01-01-1992,1,null,null,21,10970,15.40%,52,16140,14533,15000,01-04-2013,306,01-04-2016
629889,0,01-10-1992,0,68,null,12,5193,6.40%,34,13102,11852,12000,01-12-2013,394,01-05-2016
629897,1,01-05-1992,3,8,null,8,46672,80.60%,30,18981,18950,15200,01-04-2013,4594,01-05-2013
629902,0,01-07-2002,2,71,null,10,1936,18.30%,27,11286,11286,8000,01-02-2016,3,01-05-2016
629912,0,01-12-2006,1,null,null,6,5089,42.80%,11,9193,8619,8000,01-01-2014,290,01-05-2016
629917,0,01-10-1976,1,null,null,5,2944,13.10%,15,4536,4536,4350,01-10-2011,3355,01-10-2011
629921,0,01-11-1997,1,null,null,12,17394,54%,25,13074,13041,10000,01-08-2013,5700,01-09-2014
629930,0,01-04-1998,3,null,null,8,7677,65.60%,15,5110,5110,2784.65,01-10-2013,33,01-02-2014
629932,0,01-06-2000,1,75,null,16,8096,81%,42,11152,10571,9600,01-12-2013,349,01-05-2016
629948,0,01-08-1980,0,null,89,11,15402,91.70%,17,11491,11491,10000,01-12-2013,367,01-12-2013
629957,1,01-09-1997,0,22,null,8,2622,8.20%,27,12973,11836,12000,01-03-2013,3126,01-03-2013
629960,0,01-12-1990,0,54,null,15,3000,26.80%,48,4550,4518,3600,01-12-2015,76,01-05-2016
629995,0,01-08-1984,0,34,null,24,62853,76.70%,52,7925,7925,6500,01-01-2014,237,01-12-2013
630035,0,01-02-2007,1,null,null,4,1176,65.30%,6,4237,3632,3500,01-12-2013,149,01-01-2014
630038,1,01-07-2004,1,4,null,7,8451,65.50%,13,1958,1958,1600,01-09-2013,217,01-05-2016
630053,0,01-05-1998,0,null,null,4,16357,51%,22,17068,16535,16000,01-03-2012,8663,01-04-2013
630075,0,01-12-2003,1,null,null,9,7839,64.80%,16,18970,18970,12000,01-01-2016,330,01-12-2015
630076,0,01-11-1999,1,null,null,5,2834,11.80%,8,15181,14644,12000,01-12-2015,255,01-12-2015
630105,0,01-03-2001,3,null,null,9,4179,11%,20,15894,15290,14475,01-01-2014,454,01-12-2013
630148,1,01-08-1989,1,6,null,13,20670,59.90%,20,22218,21662,14999.99,01-12-2015,370,01-12-2015
630161,0,01-01-1993,2,null,null,9,858,2.50%,36,6318,6292,6000,01-01-2012,4143,01-02-2012
630170,1,01-01-2001,4,13,null,6,3696,28.10%,16,12286,12255,10000,01-02-2013,6657,01-03-2013
630189,0,01-07-2001,1,null,null,7,16200,80.60%,17,13298,11837,12000,01-04-2013,3824,01-07-2015
630199,0,01-12-1982,0,36,null,9,25612,66.70%,23,26135,26004,25000,01-04-2011,23576,01-11-2015
630226,0,01-07-2007,1,null,null,5,1181,16.40%,12,8621,8621,8000,01-06-2011,7654,01-01-2014
630246,0,01-07-1995,0,null,null,10,37621,82.90%,30,28746,27420,25000,01-03-2013,7823,01-05-2016
630264,0,01-04-1983,0,null,null,3,0,54.22%,12,3335,3335,1224,01-09-2011,251,01-02-2012
630268,0,01-07-2000,0,32,null,5,2675,33.40%,17,10154,10154,8400,01-03-2013,2725,01-02-2016
630278,0,01-05-2006,0,null,null,9,6536,51.50%,11,4846,4846,4400,01-02-2012,796,01-05-2016
630279,0,01-06-1998,2,38,null,11,7641,33.80%,20,18037,17932,13000,01-12-2015,301,01-03-2016
630351,0,01-02-1990,0,null,null,8,7715,78.70%,15,2211,1658,2000,01-05-2013,485,01-04-2016
630359,1,01-02-1989,0,7,null,10,0,0%,29,14536,14420,12600,01-03-2012,10482,01-04-2016
630368,0,01-01-2005,1,null,null,5,21098,76.70%,7,29070,28489,25000,01-04-2012,16127,01-05-2016
630379,0,01-10-2000,1,null,null,8,1717,14.40%,13,13000,12454,12500,01-09-2011,2818,01-03-2013
630396,0,01-08-1979,3,null,null,19,16654,35.30%,63,28881,28304,24999.99,01-01-2014,836,01-05-2016
630464,0,01-08-2001,1,42,null,4,3477,15.50%,16,2267,2267,2250,01-01-2011,2267,01-05-2016
630481,0,01-11-1995,2,null,null,18,10253,14.20%,39,8735,8189,8000,01-01-2014,271,01-05-2016
630483,0,01-05-1973,1,26,null,15,6331,77.20%,25,1168,1139,1000,01-12-2013,34,01-12-2013
630486,0,01-01-2007,1,null,null,3,1393,58%,8,5086,5086,4000,01-12-2013,150,01-01-2016
630503,0,01-10-1997,1,null,null,7,11186,46.90%,25,11593,11448,11000,01-01-2013,248,01-03-2016
630521,0,01-10-2003,0,null,null,5,5469,17.30%,6,3734,3215,3600,01-09-2011,848,01-08-2011
